Block_ID,X,Y,Z,Rock_Type,Ore_Grade (%),Tonnage,Ore_Value (¥/tonne),Mining_Cost (¥),Processing_Cost (¥),Waste_Flag,Profit (¥),Target
B00343,266,480,81,Waste,0.0,2571,0.0,45,20,1,-167115.0,0
B00344,475,256,95,Hematite,63.43,2881,289.8,42,35,0,613076.8,1
B00345,440,459,41,Magnetite,60.35,1072,293.67,65,34,0,208686.24000000002,1
B00346,472,425,49,Hematite,56.05,1969,313.84,36,31,0,486027.95999999996,1
B00347,433,424,6,Magnetite,56.74,1688,310.62,48,33,0,387598.56,1
B00348,150,328,3,Magnetite,64.05,2540,338.16,46,35,0,653186.4,1
B00349,414,184,53,Waste,0.0,1751,0.0,61,38,1,-173349.0,0
B00350,477,254,44,Hematite,52.62,2546,309.95,56,30,0,570176.7,1
B00351,297,115,30,Magnetite,53.51,1452,259.31,37,30,0,279234.12,1
B00352,98,403,79,Hematite,60.23,1330,335.69,30,31,0,365337.7,1
B00353,262,477,60,Hematite,57.71,2814,334.46,56,39,0,673840.44,1
B00354,251,13,44,Magnetite,64.75,1331,301.54,45,26,0,306848.74000000005,1
B00355,143,377,2,Waste,0.0,1578,0.0,51,27,1,-123084.0,0
B00356,345,214,46,Magnetite,61.41,1565,266.89,65,21,0,283092.85,1
B00357,111,92,48,Hematite,63.75,2391,285.57,49,21,0,515427.87,1
B00358,499,498,2,Magnetite,60.56,2493,255.47,47,36,0,429967.71,1
B00359,59,233,2,Hematite,62.58,1251,349.99,37,21,0,365279.49,1
B00360,368,482,92,Hematite,52.96,2007,290.13,68,21,0,403667.91,1
B00361,1,179,82,Waste,0.0,1505,0.0,33,32,1,-97825.0,0
B00362,384,474,3,Waste,0.0,2116,0.0,48,33,1,-171396.0,0
B00363,303,53,58,Magnetite,55.8,1807,268.31,39,27,0,365574.17,1
B00364,253,304,34,Hematite,52.35,1840,283.85,64,27,0,354844.00000000006,1
B00365,139,474,52,Waste,0.0,1028,0.0,39,26,1,-66820.0,0
B00366,452,29,15,Hematite,60.71,1961,349.19,55,34,0,510232.58999999997,1
B00367,36,386,50,Magnetite,56.87,1168,277.21,39,36,0,236181.27999999997,1
B00368,159,11,25,Magnetite,64.45,2781,253.4,30,33,0,529502.4,1
B00369,8,110,37,Waste,0.0,1163,0.0,57,28,1,-98855.0,0
B00370,232,414,67,Hematite,59.18,2378,313.58,40,22,0,598257.24,1
B00371,98,420,33,Magnetite,62.4,2616,269.64,55,27,0,490866.24,1
B00372,146,410,20,Waste,0.0,2240,0.0,50,36,1,-192640.0,0
B00373,303,494,40,Hematite,60.22,2022,259.94,43,37,0,363838.68,1
B00374,207,371,58,Magnetite,61.07,2161,267.95,57,35,0,380227.94999999995,1
B00375,130,407,88,Magnetite,52.54,2483,262.75,68,30,0,409074.25,1
B00376,403,111,2,Magnetite,50.12,1356,262.29,51,28,0,248541.24000000002,1
B00377,151,168,55,Hematite,56.6,1697,296.19,42,38,0,366874.43,1
B00378,53,103,61,Hematite,54.75,1713,338.75,63,26,0,427821.75,1
B00379,119,447,17,Hematite,64.57,1764,287.13,36,35,0,381253.32,1
B00380,160,10,88,Waste,0.0,2477,0.0,33,33,1,-163482.0,0
B00381,407,346,95,Hematite,61.92,1708,263.46,58,29,0,301393.68,1
B00382,115,328,83,Hematite,62.19,1357,288.25,41,36,0,286666.25,1
B00383,74,271,14,Hematite,60.54,2663,327.63,41,31,0,680742.69,1
B00384,112,13,65,Magnetite,62.79,2698,269.38,59,30,0,486665.24,1
B00385,455,174,29,Magnetite,57.13,1371,322.64,64,31,0,312094.44,1
B00386,419,157,75,Hematite,60.72,1169,250.97,56,25,0,198694.93,1
B00387,421,109,38,Hematite,56.71,2476,333.24,47,34,0,624546.24,1
B00388,103,151,63,Hematite,60.76,1942,267.68,31,32,0,397488.56,1
B00389,339,233,56,Magnetite,54.41,2361,287.55,61,20,0,487664.55000000005,1
B00390,253,140,62,Hematite,61.2,2513,262.99,31,26,0,517652.87,1
B00391,226,480,6,Hematite,50.84,1162,311.49,51,26,0,272477.38,1
B00392,111,118,85,Magnetite,62.93,2805,278.61,62,30,0,523441.05000000005,1
B00393,472,381,71,Magnetite,50.13,1625,331.27,57,38,0,383938.74999999994,1
B00394,98,8,86,Hematite,55.67,1847,294.35,34,23,0,438385.45000000007,1
B00395,152,176,22,Hematite,64.69,2250,257.08,36,31,0,427679.99999999994,1
B00396,348,409,75,Hematite,51.77,2647,259.58,47,36,0,467407.25999999995,1
B00397,401,48,5,Hematite,59.72,1526,316.15,48,30,0,363416.89999999997,1
B00398,383,297,57,Magnetite,60.52,1123,251.8,52,22,0,199669.40000000002,1
B00399,365,428,13,Waste,0.0,1636,0.0,49,24,1,-119428.0,0
B00400,337,369,27,Hematite,64.1,2578,274.4,34,38,0,521787.19999999995,1
B00401,193,332,4,Hematite,61.53,2721,282.49,45,33,0,556417.29,1
B00402,309,148,67,Hematite,57.59,2396,256.65,47,20,0,454401.39999999997,1
B00403,162,156,55,Waste,0.0,1270,0.0,45,35,1,-101600.0,0
B00404,207,91,24,Hematite,50.57,2788,269.69,55,22,0,537219.72,1
B00405,444,151,26,Hematite,64.88,1355,306.92,46,38,0,302056.60000000003,1
B00406,168,460,59,Hematite,60.27,1192,318.06,32,29,0,306415.52,1
B00407,483,375,3,Magnetite,51.27,2687,293.9,39,30,0,604306.2999999999,1
B00408,160,169,28,Hematite,60.91,2302,292.78,30,35,0,524349.5599999999,1
B00409,67,83,90,Waste,0.0,1959,0.0,41,34,1,-146925.0,0
B00410,288,358,6,Magnetite,56.97,2562,301.39,63,20,0,559515.1799999999,1
B00411,397,326,31,Magnetite,64.24,2908,292.97,31,22,0,697832.7600000001,1
B00412,276,424,19,Hematite,53.09,1390,344.58,52,35,0,358036.19999999995,1
B00413,303,47,63,Hematite,57.0,1051,312.3,65,23,0,235739.30000000002,1
B00414,403,334,42,Hematite,55.08,2180,336.71,64,38,0,511667.79999999993,1
B00415,383,216,99,Hematite,60.28,1481,264.25,62,24,0,263988.25,1
B00416,391,482,29,Hematite,52.05,2491,296.5,59,30,0,516882.5,1
B00417,134,76,59,Hematite,59.0,1048,273.51,30,21,0,233190.47999999998,1
B00418,194,42,92,Magnetite,59.68,1237,346.9,66,22,0,320259.3,1
B00419,400,263,27,Magnetite,51.38,2079,306.53,30,25,0,522930.86999999994,1
B00420,127,468,39,Waste,0.0,2294,0.0,37,22,1,-135346.0,0
B00421,32,62,66,Magnetite,51.89,1525,319.51,55,28,0,360677.75,1
B00422,175,244,90,Magnetite,55.28,1630,253.72,65,35,0,250563.6,1
B00423,459,119,84,Magnetite,63.39,1031,254.29,62,24,0,173506.99,1
B00424,442,318,36,Hematite,60.65,2369,321.84,38,24,0,615560.96,1
B00425,370,261,98,Waste,0.0,1338,0.0,60,31,1,-121758.0,0
B00426,469,329,58,Magnetite,52.11,2818,328.03,52,26,0,704584.5399999999,1
B00427,374,249,19,Magnetite,50.73,2426,299.35,45,25,0,556403.1000000001,1
B00428,21,496,62,Hematite,50.33,1989,254.98,54,27,0,346046.22,1
B00429,237,51,72,Hematite,60.95,1773,328.79,60,28,0,426920.67000000004,1
B00430,157,488,34,Hematite,51.12,1264,278.18,46,39,0,244179.52000000002,1
B00431,37,276,57,Magnetite,54.33,2800,250.7,61,37,0,427559.99999999994,1
B00432,229,141,9,Magnetite,60.89,2805,301.36,61,22,0,612499.8,1
B00433,364,371,58,Waste,0.0,1472,0.0,45,33,1,-114816.0,0
B00434,50,250,20,Hematite,56.52,2468,285.59,30,22,0,576500.12,1
B00435,437,492,42,Hematite,53.06,1047,349.68,48,37,0,277119.96,1
B00436,263,313,42,Hematite,51.83,2412,339.5,42,22,0,664506.0,1
B00437,282,224,87,Magnetite,52.04,1710,279.54,35,28,0,370283.4,1
B00438,26,152,0,Magnetite,53.95,1869,325.37,61,33,0,432430.53,1
B00439,225,55,45,Waste,0.0,1198,0.0,43,28,1,-85058.0,0
B00440,276,338,30,Magnetite,61.71,1086,329.24,39,25,0,288050.64,1
B00441,285,8,62,Magnetite,52.9,1097,335.87,43,24,0,294950.39,1
B00442,96,240,45,Hematite,52.0,2957,301.01,56,36,0,618042.57,1
B00443,283,494,22,Magnetite,61.2,2100,255.19,40,37,0,374199.0,1
B00444,366,499,17,Hematite,52.8,1078,280.83,50,37,0,208948.74,1
B00445,447,484,61,Magnetite,53.29,2294,293.04,32,23,0,546063.76,1
B00446,480,483,26,Hematite,58.37,2088,264.48,60,38,0,347610.24000000005,1
B00447,452,163,43,Hematite,53.15,1701,276.07,36,25,0,365834.07,1
B00448,316,440,45,Hematite,59.71,2763,283.34,66,28,0,523146.4199999999,1
B00449,303,462,60,Magnetite,63.24,2075,262.0,41,21,0,415000.0,1
B00450,146,132,11,Hematite,54.38,1581,310.53,37,36,0,375534.92999999993,1
B00451,3,80,98,Hematite,54.93,1469,299.25,41,30,0,335299.25,1
B00452,34,349,15,Magnetite,61.69,2186,341.47,30,20,0,637153.42,1
B00453,191,134,20,Magnetite,63.1,2208,343.04,47,26,0,596248.3200000001,1
B00454,48,133,90,Hematite,64.85,2888,323.02,35,38,0,722057.7599999999,1
B00455,16,462,99,Hematite,54.77,2803,292.67,35,35,0,624144.01,1
B00456,171,51,63,Hematite,53.84,1204,261.75,57,20,0,222439.0,1
B00457,219,493,12,Hematite,52.55,2869,279.11,64,36,0,513866.59,1
B00458,157,201,49,Magnetite,57.41,2299,343.41,32,32,0,642363.5900000001,1
B00459,476,197,7,Hematite,63.84,1710,340.29,55,30,0,436545.9,1
B00460,45,105,55,Magnetite,57.91,2110,256.4,56,31,0,357433.99999999994,1
B00461,372,310,55,Hematite,60.35,1656,314.07,61,28,0,372715.92,1
B00462,5,243,7,Magnetite,59.92,2551,322.85,46,33,0,622061.3500000001,1
B00463,98,232,79,Waste,0.0,2683,0.0,35,21,1,-150248.0,0
B00464,379,460,86,Magnetite,63.17,2541,308.22,65,32,0,536710.02,1
B00465,232,13,44,Magnetite,60.67,2090,265.14,54,31,0,376492.6,1
B00466,36,384,97,Magnetite,52.68,1539,257.44,60,36,0,248456.16,1
B00467,279,224,23,Hematite,61.11,1787,341.41,32,36,0,488583.67000000004,1
B00468,348,210,20,Magnetite,59.33,1233,326.85,52,20,0,314230.05000000005,1
B00469,496,200,12,Magnetite,50.06,1696,299.34,57,28,0,363520.63999999996,1
B00470,301,164,49,Hematite,61.85,1979,278.05,67,29,0,360276.95,1
B00471,180,48,50,Magnetite,50.6,2368,318.11,67,27,0,530692.48,1
B00472,94,495,3,Magnetite,53.39,1958,317.17,62,23,0,454588.86000000004,1
B00473,98,395,92,Hematite,62.86,2016,277.42,45,36,0,395982.72000000003,1
B00474,187,132,59,Waste,0.0,1468,0.0,36,36,1,-105696.0,0
B00475,480,69,67,Hematite,63.7,2797,275.13,59,24,0,537387.61,1
B00476,115,371,20,Magnetite,55.68,1487,308.41,69,24,0,320314.67000000004,1
B00477,190,118,33,Hematite,50.89,1161,285.86,55,32,0,230876.46000000002,1
B00478,252,138,72,Magnetite,63.29,2502,262.53,50,38,0,436674.05999999994,1
B00479,468,242,24,Magnetite,53.63,1798,347.55,56,21,0,486448.9,1
B00480,415,180,84,Magnetite,52.61,2904,299.7,66,39,0,565408.7999999999,1
B00481,470,485,3,Hematite,60.96,1202,285.82,62,20,0,244991.63999999998,1
B00482,160,182,63,Waste,0.0,2285,0.0,68,31,1,-226215.0,0
B00483,255,457,79,Hematite,50.84,1769,337.71,36,36,0,470040.99,1
B00484,322,334,24,Hematite,62.79,2147,272.95,42,35,0,420704.64999999997,1
B00485,127,49,39,Hematite,59.85,1360,256.53,46,25,0,252320.79999999996,1
B00486,17,180,6,Magnetite,62.53,2703,305.02,44,22,0,646071.0599999999,1
B00487,280,124,44,Waste,0.0,2564,0.0,55,27,1,-210248.0,0
B00488,489,230,4,Hematite,55.1,1343,261.29,43,26,0,258245.47000000003,1
B00489,222,310,39,Hematite,51.15,1598,322.41,65,33,0,358607.18000000005,1
B00490,53,347,20,Waste,0.0,2835,0.0,42,26,1,-192780.0,0
B00491,57,2,33,Magnetite,52.98,1677,287.03,69,22,0,328742.30999999994,1
B00492,322,375,47,Magnetite,56.78,2707,267.64,60,38,0,459215.48,1
B00493,359,399,21,Hematite,59.83,2885,306.36,53,33,0,635738.6000000001,1
B00494,173,172,90,Magnetite,64.01,1237,298.88,50,23,0,279413.56,1
B00495,279,80,60,Hematite,60.33,2523,270.73,36,32,0,511487.79000000004,1
B00496,113,419,73,Magnetite,56.43,1866,304.13,43,24,0,442484.58,1
B00497,287,274,78,Magnetite,59.35,2993,312.41,55,29,0,683631.1300000001,1
B00498,430,387,2,Magnetite,64.63,2754,338.55,50,30,0,712046.7000000001,1
B00499,341,314,76,Magnetite,51.79,1306,309.14,30,35,0,318846.83999999997,1
B00500,150,344,89,Hematite,54.32,1780,264.71,54,25,0,330563.8,1
B00501,449,218,55,Hematite,53.47,1184,332.03,57,32,0,287747.51999999996,1
B00502,126,139,64,Magnetite,55.51,1280,270.53,69,23,0,228518.39999999997,1
B00503,154,62,72,Magnetite,52.88,2600,263.88,50,38,0,457288.0,1
B00504,489,439,38,Hematite,60.99,2183,346.92,41,23,0,617614.36,1
B00505,385,26,25,Magnetite,54.27,2184,340.91,40,24,0,604771.4400000001,1
B00506,473,195,17,Magnetite,64.04,1904,325.27,61,36,0,434626.07999999996,1
B00507,272,380,71,Magnetite,59.5,2341,262.99,38,22,0,475199.59,1
B00508,103,151,14,Waste,0.0,2857,0.0,66,20,1,-245702.0,0
B00509,416,464,45,Hematite,56.32,1600,281.17,64,20,0,315472.0,1
B00510,392,251,21,Hematite,61.12,1464,302.72,43,24,0,345094.08,1
B00511,298,247,37,Hematite,51.57,2797,285.53,55,36,0,544100.4099999999,1
B00512,245,153,45,Waste,0.0,2931,0.0,53,38,1,-266721.0,0
B00513,175,209,3,Magnetite,51.99,1037,333.99,39,34,0,270646.63,1
B00514,38,21,20,Magnetite,51.64,2804,346.92,48,39,0,728815.68,1
B00515,476,69,79,Magnetite,61.26,2823,276.12,68,22,0,525416.76,1
B00516,169,18,45,Magnetite,54.82,1722,288.92,45,38,0,354594.24000000005,1
B00517,246,100,88,Waste,0.0,1504,0.0,65,39,1,-156416.0,0
B00518,25,161,22,Magnetite,64.46,2726,254.23,43,34,0,483128.98,1
B00519,354,138,16,Hematite,56.91,2792,344.16,61,28,0,712406.7200000001,1
B00520,305,375,95,Waste,0.0,1954,0.0,69,39,1,-211032.0,0
B00521,408,87,65,Hematite,52.43,1503,271.73,68,25,0,268631.19,1
B00522,407,428,0,Hematite,50.36,2055,299.09,59,28,0,435844.94999999995,1
B00523,12,36,72,Magnetite,51.25,1767,255.22,61,30,0,290176.74,1
B00524,315,406,89,Waste,0.0,1748,0.0,34,35,1,-120612.0,0
B00525,390,423,48,Hematite,54.75,2338,270.9,35,26,0,490746.19999999995,1
B00526,312,170,34,Magnetite,54.44,2727,265.61,38,38,0,517066.47000000003,1
B00527,35,259,59,Magnetite,57.99,2572,322.54,40,26,0,659820.88,1
B00528,172,337,5,Magnetite,56.06,2945,322.34,37,33,0,743141.2999999999,1
B00529,19,477,40,Hematite,56.57,1931,282.07,60,31,0,368956.17,1
B00530,320,270,72,Waste,0.0,1427,0.0,33,30,1,-89901.0,0
B00531,263,484,83,Hematite,57.99,1100,333.38,43,31,0,285318.0,1
B00532,493,406,48,Waste,0.0,2606,0.0,46,33,1,-205874.0,0
B00533,399,254,25,Hematite,55.71,1500,324.7,35,29,0,391050.0,1
B00534,141,139,33,Waste,0.0,1681,0.0,45,24,1,-115989.0,0
B00535,459,67,73,Hematite,61.02,1090,256.96,48,31,0,193976.39999999997,1
B00536,370,67,93,Hematite,55.24,2420,343.38,58,39,0,596239.6,1
B00537,470,435,3,Hematite,58.8,2715,314.0,67,20,0,616305.0,1
B00538,142,168,97,Waste,0.0,2358,0.0,36,39,1,-176850.0,0
B00539,91,104,8,Hematite,53.14,1501,311.9,59,25,0,342077.89999999997,1
B00540,353,461,68,Hematite,57.23,2558,253.74,45,29,0,459774.92000000004,1
B00541,321,314,8,Magnetite,55.78,1784,253.83,69,35,0,267296.72000000003,1
B00542,287,57,24,Magnetite,58.16,1573,257.48,51,26,0,283895.04000000004,1
B00543,214,375,39,Hematite,60.21,2880,323.78,44,33,0,710726.3999999999,1
B00544,446,186,66,Magnetite,53.2,2011,311.93,36,25,0,504620.23000000004,1
B00545,341,455,24,Hematite,51.72,1490,333.49,32,28,0,407500.10000000003,1
B00546,50,406,50,Magnetite,59.19,1572,347.94,32,29,0,451069.68,1
B00547,152,384,17,Hematite,51.44,2356,331.2,52,23,0,603607.2,1
B00548,185,55,58,Hematite,50.67,2272,317.31,34,31,0,573248.32,1
B00549,62,458,74,Magnetite,53.2,2091,322.73,47,22,0,530549.43,1
B00550,189,474,86,Waste,0.0,1896,0.0,31,31,1,-117552.0,0
B00551,124,3,58,Magnetite,55.94,2444,281.33,42,24,0,526266.52,1
B00552,149,284,33,Magnetite,57.19,1992,304.33,43,33,0,454833.36,1
B00553,313,16,52,Hematite,58.39,1077,325.6,66,34,0,242971.2,1
B00554,57,432,97,Magnetite,59.92,1213,316.11,54,21,0,292466.43,1
B00555,341,466,46,Waste,0.0,1077,0.0,67,34,1,-108777.0,0
B00556,304,236,23,Hematite,60.58,1514,304.94,52,25,0,345101.16,1
B00557,179,306,60,Hematite,60.52,2962,292.99,31,28,0,693078.38,1
B00558,169,249,56,Magnetite,57.1,1646,284.21,65,39,0,296625.66,1
B00559,325,432,65,Magnetite,63.0,2219,290.26,69,31,0,422186.94,1
B00560,270,23,76,Waste,0.0,1890,0.0,45,24,1,-130410.0,0
B00561,53,499,19,Hematite,58.24,1317,273.3,55,22,0,258527.1,1
B00562,490,299,70,Waste,0.0,2931,0.0,31,27,1,-169998.0,0
B00563,443,115,72,Magnetite,60.06,1862,276.99,66,24,0,348175.38,1
B00564,100,237,33,Hematite,51.96,2211,274.35,61,27,0,412019.85000000003,1
B00565,480,168,53,Magnetite,54.31,2640,274.04,47,39,0,496425.60000000003,1
B00566,263,312,64,Waste,0.0,2623,0.0,36,22,1,-152134.0,0
B00567,52,491,71,Hematite,53.18,1048,337.93,64,24,0,261926.64,1
B00568,59,439,50,Waste,0.0,2298,0.0,43,38,1,-186138.0,0
B00569,491,287,40,Magnetite,56.64,1491,274.43,45,24,0,306296.13,1
B00570,107,414,0,Hematite,53.84,2023,349.24,52,29,0,542649.52,1
B00571,4,240,24,Magnetite,51.24,2499,297.35,60,39,0,495676.6500000001,1
B00572,102,399,92,Hematite,52.63,1288,326.82,45,35,0,317904.16,1
B00573,195,415,51,Magnetite,54.1,1641,289.6,52,32,0,337389.60000000003,1
B00574,261,363,80,Magnetite,58.71,1609,252.72,38,29,0,298823.48,1
B00575,364,297,70,Magnetite,57.29,2085,280.37,44,27,0,436536.45,1
B00576,479,377,98,Magnetite,63.89,2426,253.16,53,29,0,415234.16,1
B00577,371,289,15,Magnetite,63.92,1945,302.16,35,23,0,474891.20000000007,1
B00578,349,482,20,Hematite,53.4,1720,325.07,38,37,0,430120.39999999997,1
B00579,46,250,1,Magnetite,57.85,1874,346.59,58,30,0,484597.66,1
B00580,354,164,89,Hematite,52.0,1099,282.53,67,23,0,211590.46999999997,1
B00581,310,399,68,Hematite,50.23,1136,333.28,48,21,0,300222.07999999996,1
B00582,423,340,4,Magnetite,62.7,2401,312.4,65,23,0,538784.3999999999,1
B00583,307,140,72,Hematite,56.48,1929,285.87,56,22,0,400981.23,1
B00584,143,377,52,Hematite,63.15,2529,345.94,39,39,0,677620.26,1
B00585,268,119,17,Hematite,60.93,2348,291.06,65,34,0,450956.88,1
B00586,369,337,18,Waste,0.0,2175,0.0,64,26,1,-195750.0,0
B00587,123,449,62,Waste,0.0,2220,0.0,55,22,1,-170940.0,0
B00588,105,375,5,Magnetite,54.05,2595,332.21,62,22,0,644104.95,1
B00589,157,160,62,Hematite,60.84,2258,280.81,65,25,0,430848.98,1
B00590,146,104,26,Hematite,62.83,2740,252.6,37,39,0,483884.0,1
B00591,144,337,53,Hematite,54.88,1486,285.79,40,37,0,310261.94,1
B00592,119,91,30,Waste,0.0,1561,0.0,60,37,1,-151417.0,0
B00593,318,484,63,Magnetite,57.67,2516,344.18,49,29,0,669708.88,1
B00594,274,418,20,Hematite,57.24,1033,345.11,30,37,0,287287.63,1
B00595,91,420,13,Hematite,51.78,1569,275.65,45,26,0,321095.85,1
B00596,57,203,79,Hematite,54.07,1383,329.38,67,26,0,326913.54,1
B00597,438,39,1,Hematite,53.84,2463,266.43,41,34,0,471492.09,1
B00598,345,391,17,Hematite,51.44,2292,283.55,62,39,0,418404.60000000003,1
B00599,228,53,17,Waste,0.0,1146,0.0,49,32,1,-92826.0,0
B00600,473,88,34,Hematite,53.73,2221,257.84,36,28,0,430518.63999999996,1
B00601,116,134,77,Hematite,63.3,2407,297.32,49,27,0,532717.24,1
B00602,317,1,81,Waste,0.0,2547,0.0,55,32,1,-221589.0,0
B00603,278,96,82,Waste,0.0,2108,0.0,31,34,1,-137020.0,0
B00604,126,55,24,Magnetite,62.39,1346,307.97,51,39,0,293387.62000000005,1
B00605,392,480,98,Magnetite,55.39,2026,303.85,69,33,0,408948.10000000003,1
B00606,395,359,6,Waste,0.0,2192,0.0,64,29,1,-203856.0,0
B00607,128,123,2,Waste,0.0,2782,0.0,50,23,1,-203086.0,0
B00608,57,184,56,Hematite,50.47,1018,265.61,69,33,0,166554.98,1
B00609,121,432,75,Magnetite,59.36,2788,288.91,59,26,0,568501.0800000001,1
B00610,0,470,53,Hematite,59.54,1962,267.49,43,30,0,381589.38,1
B00611,238,452,15,Hematite,55.17,1268,250.84,69,21,0,203945.12,1
B00612,289,124,19,Hematite,50.28,2761,345.57,36,36,0,755326.77,1
B00613,95,333,4,Magnetite,62.79,1128,257.15,37,28,0,216745.19999999998,1
B00614,125,263,60,Magnetite,51.94,2426,312.66,44,36,0,564433.16,1
B00615,117,339,30,Waste,0.0,1442,0.0,37,32,1,-99498.0,0
B00616,47,190,23,Hematite,58.76,2664,298.92,36,36,0,604514.88,1
B00617,88,337,62,Magnetite,52.19,2617,296.72,46,38,0,556688.2400000001,1
B00618,487,214,44,Waste,0.0,2201,0.0,37,22,1,-129859.0,0
B00619,236,220,43,Magnetite,56.11,2684,310.89,57,21,0,625076.76,1
B00620,372,198,87,Magnetite,64.99,1124,315.25,56,32,0,255429.0,1
B00621,384,343,79,Magnetite,58.62,2815,295.76,51,26,0,615809.4,1
B00622,271,173,38,Magnetite,63.93,2780,349.1,38,38,0,759218.0000000001,1
B00623,188,216,27,Hematite,63.06,2787,322.98,58,21,0,679972.26,1
B00624,486,205,4,Magnetite,51.34,2041,270.73,59,37,0,356623.93000000005,1
B00625,191,485,76,Hematite,58.26,2943,279.39,59,21,0,586804.7699999999,1
B00626,446,66,14,Waste,0.0,2130,0.0,55,24,1,-168270.0,0
B00627,68,372,48,Magnetite,51.1,1225,330.15,58,38,0,286833.75,1
B00628,277,173,3,Magnetite,63.77,1573,310.04,48,31,0,363425.92000000004,1
B00629,348,77,13,Hematite,63.52,1918,304.02,58,34,0,406654.36,1
B00630,246,322,90,Hematite,62.23,2723,270.5,42,24,0,556853.5,1
B00631,450,41,9,Hematite,53.42,1770,313.67,52,30,0,410055.9,1
B00632,75,63,86,Waste,0.0,2301,0.0,69,29,1,-225498.0,0
B00633,153,383,91,Hematite,61.46,1804,331.9,49,38,0,441799.6,1
B00634,143,328,43,Hematite,53.33,1367,302.58,50,31,0,302899.86,1
B00635,434,436,76,Waste,0.0,1194,0.0,49,38,1,-103878.0,0
B00636,484,198,35,Magnetite,61.36,2899,263.84,35,29,0,579336.1599999999,1
B00637,85,89,58,Hematite,51.22,2712,288.09,32,32,0,607732.08,1
B00638,184,6,31,Hematite,54.33,2611,287.92,33,30,0,587266.12,1
B00639,284,262,64,Magnetite,60.17,2285,304.42,41,29,0,535649.7000000001,1
B00640,461,491,63,Hematite,53.5,2802,298.2,30,24,0,684248.4,1
B00641,219,121,3,Magnetite,56.48,1295,280.86,47,35,0,257523.7,1
B00642,68,163,0,Hematite,52.13,2339,331.7,69,21,0,565336.2999999999,1
B00643,46,115,81,Hematite,60.11,1178,257.58,56,36,0,195053.24,1
B00644,496,12,76,Hematite,55.26,2576,269.45,55,27,0,482871.19999999995,1
B00645,93,450,88,Magnetite,50.03,1607,253.25,45,29,0,288054.75,1
B00646,237,19,20,Magnetite,62.38,1114,253.79,51,32,0,190260.06,1
B00647,445,200,78,Magnetite,58.19,1500,334.31,43,35,0,384465.0,1
B00648,499,308,40,Waste,0.0,2157,0.0,64,28,1,-198444.0,0
B00649,452,253,40,Magnetite,50.07,1463,252.59,50,24,0,261277.17,1
B00650,203,85,9,Waste,0.0,2640,0.0,49,30,1,-208560.0,0
B00651,399,179,98,Magnetite,56.39,1084,307.9,63,29,0,234035.59999999998,1
B00652,217,236,3,Magnetite,51.27,2788,263.38,50,22,0,533567.44,1
B00653,473,352,68,Magnetite,58.99,1611,343.24,67,30,0,396692.64,1
B00654,431,60,43,Magnetite,55.66,1528,269.8,54,24,0,293070.4,1
B00655,340,214,58,Waste,0.0,2668,0.0,55,39,1,-250792.0,0
B00656,38,380,37,Hematite,56.75,1993,289.36,61,32,0,391345.48000000004,1
B00657,99,214,23,Magnetite,64.63,2165,256.37,33,29,0,420811.05,1
B00658,288,357,23,Waste,0.0,1729,0.0,39,21,1,-103740.0,0
B00659,253,371,18,Hematite,52.03,1601,265.33,57,30,0,285506.32999999996,1
B00660,221,89,83,Hematite,54.69,2334,331.48,45,34,0,589288.3200000001,1
B00661,356,95,91,Hematite,51.84,1964,316.74,33,30,0,498345.36000000004,1
B00662,22,60,42,Hematite,61.32,1417,284.09,45,34,0,290612.52999999997,1
B00663,249,55,74,Hematite,64.49,2583,298.42,45,31,0,574510.86,1
B00664,9,219,86,Magnetite,54.3,1217,315.97,63,21,0,282307.49000000005,1
B00665,245,93,78,Waste,0.0,2190,0.0,30,25,1,-120450.0,0
B00666,324,39,84,Magnetite,62.86,2349,257.69,43,27,0,440883.81,1
B00667,99,336,99,Magnetite,57.59,2185,341.94,40,31,0,592003.9,1
B00668,289,318,12,Hematite,59.92,2152,346.17,61,26,0,557733.8400000001,1
B00669,179,440,31,Hematite,59.58,2657,302.7,32,34,0,628911.9,1
B00670,222,247,9,Hematite,58.07,1833,283.04,69,21,0,353842.32000000007,1
B00671,393,465,58,Waste,0.0,2907,0.0,42,37,1,-229653.0,0
B00672,249,216,45,Hematite,54.62,2411,267.85,33,30,0,493893.35000000003,1
B00673,146,387,31,Hematite,59.65,1977,318.15,44,39,0,464891.54999999993,1
B00674,441,153,48,Hematite,52.88,1523,304.16,54,25,0,342918.68000000005,1
B00675,95,350,83,Magnetite,64.28,2863,309.6,51,31,0,651618.8,1
B00676,256,61,38,Magnetite,57.35,2080,315.48,65,31,0,456518.4,1
B00677,324,459,50,Magnetite,59.96,2910,327.95,35,21,0,791374.5,1
B00678,492,437,15,Waste,0.0,1718,0.0,50,39,1,-152902.0,0
B00679,3,239,38,Magnetite,57.02,2320,305.4,68,36,0,467247.99999999994,1
B00680,15,189,59,Hematite,53.19,1656,286.46,41,36,0,346865.75999999995,1
B00681,279,145,4,Magnetite,63.64,1808,303.67,40,28,0,426091.36000000004,1
